0,1,25.019992006393608
1,0,18.439088914585774
2,0,0.0
3,4,2.8284271247461903
4,0,25.238858928247925
5,1,15.620499351813308
6,0,15.811388300841896
7,1,7.211102550927978
8,1,22.80350850198276
9,0,14.035668847618199
10,2,13.341664064126334
11,0,26.30589287593181
12,1,22.20360331117452
13,0,9.0
14,2,12.727922061357855
15,0,22.20360331117452
16,3,0.0
17,2,6.4031242374328485
18,0,0.0
19,1,17.72004514666935
20,0,5.0
21,4,9.219544457292887
22,1,19.6468827043885
23,0,10.0
24,2,15.556349186104045
25,3,5.830951894845301
26,3,9.899494936611665
27,1,25.179356624028344
28,0,2.23606797749979
29,0,24.698178070456937
30,2,13.601470508735444
31,2,12.529964086141668
32,4,0.0
33,4,14.560219778561036
34,0,33.06055050963308
35,3,2.8284271247461903
36,1,25.179356624028344
37,2,7.0710678118654755
38,0,14.7648230602334
39,4,6.708203932499369
40,0,36.76955262170047
41,1,0.0
42,2,4.0
43,1,6.4031242374328485
44,0,15.0
45,2,2.8284271247461903
46,1,6.082762530298219
47,0,12.0
48,1,27.65863337187866
49,4,13.601470508735444
50,2,0.0
51,0,7.810249675906654
52,0,24.186773244895647
53,3,5.0
54,1,17.0
55,2,9.219544457292887
56,0,19.4164878389476
57,0,32.01562118716424
58,3,8.06225774829855
59,4,11.045361017187261
60,2,10.04987562112089
61,2,12.0
62,0,12.806248474865697
